n,x_n,f_m,E
123,24.5710347297801,24924017.6438097,1.44269451766795
124,23.1283410276444,9169028.10183449,1.4426937021357
125,21.6856493988619,3373091.73469392,1.44269162878251
126,20.2429630159748,1240886.28411304,1.44268638288708
127,18.8002898325621,456492.115729413,1.44267318341274
128,17.3576496464294,167930.008668027,1.44264018613262
129,15.9150913187491,61774.3232881607,1.44255832768039
130,14.4727341911356,22722.2104756464,1.44235712761345
131,13.0308659887774,8356.12260900846,1.44186820235816
132,11.5901688894043,3071.51607317669,1.44069709937316
133,10.1522244353251,1127.80012744516,1.43794445407914
134,8.72058534525033,413.129138039783,1.43163909007481
135,7.30286556771886,150.596938164445,1.41771977753147
136,5.91420731063947,54.390859240883,1.38865825707939
137,4.5811073881816,19.3548463715406,1.33309992245786
138,3.33970696566257,6.78428923239696,1.24140042251903
139,2.2122653236397,2.42175805829137,1.12744164202288
140,1.11746780750917,1.05219042832512,1.09479751613052
141,-0.970657043336466,1.48093066050468,2.08812485084564
142,1.32072243964973,1.17718919177127,2.2913794829862
143,-0.288733878981692,1.10735405016906,1.60945631863142
144,2.27117403311083,2.55598391341865,2.55990791209252
145,1.18163474156313,1.08670186300603,1.0895392915477
146,-0.717227255761006,1.3254926125442,1.89886199732414
147,1.57449564825074,1.4038179073638,2.29172290401175
148,0.255625685532944,0.938227710101275,1.3188699627178
149,5.69513506991285,46.1140171073799,5.43950938437991
150,4.3742467728442,16.3643557066257,1.32088829706866
151,3.15073474572451,5.73034289600104,1.22351202711968
152,2.03931876697072,2.07119511823413,1.11141597875379
153,0.919264108028518,0.971886298625596,1.1200546589422
154,-2.20732473530657,2.42386020409022,3.12658884333509
155,0.644580657598278,0.918704168861352,2.85190539290485
156,-10.3464824924692,10.3472505582561,10.9910631500674
157,0.00627969659784533,0.998082544387234,10.352762189067
158,3.29129222018961,6.49859486535146,3.28501252359176
159,2.16810126749124,2.32621380426205,1.12319095269837
160,1.06835192598958,1.02868450640055,1.09974934150166
161,-1.19969661151569,1.63506343807835,2.26804853750527
162,1.14204055032099,1.06488895981074,2.34173716183668
163,-0.868219498455146,1.41604202702455,2.01026004877613
164,1.41469430429798,1.25133807879252,2.28291380275313
165,-0.0610223099767468,1.01960692470918,1.47571661427473
166,2.97750314714357,4.89871542098554,3.03852545712031
167,1.87898343012407,1.79917450926165,1.0985197170195
168,0.717854724319522,0.926879784231053,1.16112870580455
169,-5.90067819742627,5.91741678727431,6.61853292174579
170,0.0862001870025448,0.975370314248997,5.98687838442881
171,3.77833167960081,9.94283907925988,3.69213149259826
172,2.61006902538474,3.49525991141134,1.16826265421607
173,1.52857855167683,1.35643591201593,1.08149047370791
174,0.171789387911067,0.954665382884751,1.35678916376576
175,4.5269937810471,18.5277828190803,4.35520439313603
176,3.29018832487258,6.49221077692996,1.23680545617452
177,2.16709328170665,2.32408278744651,1.12309504316592
178,1.06722003959773,1.0281717790285,1.09987324210892
179,-1.20541003516492,1.63905611262693,2.27263007476266
180,1.13804227600411,1.06277943354694,2.34345231116904
181,-0.884398935624542,1.42611210321145,2.02244121162866
182,1.39915961313345,1.23831939823834,2.28355854875799
183,-0.0961042161537065,1.03166012966703,1.49526382928715
184,2.83873333159293,4.31518342722485,2.93483754774664
185,1.74868744676232,1.61183944062504,1.09004588483061
186,0.536176155981152,0.913947729146313,1.21251129078116
187,-176.954132449149,176.954132449149,177.49030860513
188,0,1,176.954132449149
189,3.25889135327093,6.31357944013435,3.25889135327093
190,2.13849516697747,2.26453023337706,1.12039618629346
191,1.03489315607689,1.0140687411937,1.10360201090057
192,-1.37822233694578,1.76291485159724,2.41311549302267
193,1.02569301376097,1.01024411943911,2.40391535070675
194,-1.43110194413574,1.80194947173451,2.45679495789671
195,0.994302355048401,0.997814608393416,2.42540429918414
196,-1.62580093563757,1.94983088385588,2.62010329068597
197,0.888813460700967,0.962839151693349,2.51461439633854
198,-2.50783050950011,2.68365031391399,3.39664397020108
199,0.548262851465952,0.914061000396998,3.05609336096606
200,-66.6341698537247,66.6341698537247,67.1824327051906
201,0,1,66.6341698537247
202,3.25889135327093,6.31357944013435,3.25889135327093
203,2.13849516697747,2.26453023337706,1.12039618629346
204,1.03489315607689,1.0140687411937,1.10360201090057
205,-1.37822233694578,1.76291485159724,2.41311549302267
206,1.02569301376097,1.01024411943911,2.40391535070675
207,-1.43110194413574,1.80194947173451,2.45679495789671
208,0.994302355048401,0.997814608393416,2.42540429918414
209,-1.62580093563757,1.94983088385588,2.62010329068597
210,0.888813460700967,0.962839151693349,2.51461439633854
211,-2.50783050950011,2.68365031391399,3.39664397020108
212,0.548262851465952,0.914061000396998,3.05609336096606
213,-66.6341698537247,66.6341698537247,67.1824327051906
214,0,1,66.6341698537247
215,3.25889135327093,6.31357944013435,3.25889135327093
216,2.13849516697747,2.26453023337706,1.12039618629346
217,1.03489315607689,1.0140687411937,1.10360201090057
218,-1.37822233694578,1.76291485159724,2.41311549302267
219,1.02569301376097,1.01024411943911,2.40391535070675
220,-1.43110194413574,1.80194947173451,2.45679495789671
221,0.994302355048401,0.997814608393416,2.42540429918414
222,-1.62580093563757,1.94983088385588,2.62010329068597
223,0.888813460700967,0.962839151693349,2.51461439633854
224,-2.50783050950011,2.68365031391399,3.39664397020108
225,0.548262851465952,0.914061000396998,3.05609336096606
226,-66.6341698537247,66.6341698537247,67.1824327051906
227,0,1,66.6341698537247
228,3.25889135327093,6.31357944013435,3.25889135327093
229,2.13849516697747,2.26453023337706,1.12039618629346
230,1.03489315607689,1.0140687411937,1.10360201090057
231,-1.37822233694578,1.76291485159724,2.41311549302267
232,1.02569301376097,1.01024411943911,2.40391535070675
233,-1.43110194413574,1.80194947173451,2.45679495789671
234,0.994302355048401,0.997814608393416,2.42540429918414
235,-1.62580093563757,1.94983088385588,2.62010329068597
236,0.888813460700967,0.962839151693349,2.51461439633854
237,-2.50783050950011,2.68365031391399,3.39664397020108
238,0.548262851465952,0.914061000396998,3.05609336096606
239,-66.6341698537247,66.6341698537247,67.1824327051906
240,0,1,66.6341698537247
241,3.25889135327093,6.31357944013435,3.25889135327093
242,2.13849516697747,2.26453023337706,1.12039618629346
243,1.03489315607689,1.0140687411937,1.10360201090057
244,-1.37822233694578,1.76291485159724,2.41311549302267
245,1.02569301376097,1.01024411943911,2.40391535070675
246,-1.43110194413574,1.80194947173451,2.45679495789671
247,0.994302355048401,0.997814608393416,2.42540429918414
248,-1.62580093563757,1.94983088385588,2.62010329068597
249,0.888813460700967,0.962839151693349,2.51461439633854
250,-2.50783050950011,2.68365031391399,3.39664397020108
251,0.548262851465952,0.914061000396998,3.05609336096606
252,-66.6341698537247,66.6341698537247,67.1824327051906
253,0,1,66.6341698537247
254,3.25889135327093,6.31357944013435,3.25889135327093
255,2.13849516697747,2.26453023337706,1.12039618629346
256,1.03489315607689,1.0140687411937,1.10360201090057
257,-1.37822233694578,1.76291485159724,2.41311549302267
258,1.02569301376097,1.01024411943911,2.40391535070675
259,-1.43110194413574,1.80194947173451,2.45679495789671
260,0.994302355048401,0.997814608393416,2.42540429918414
261,-1.62580093563757,1.94983088385588,2.62010329068597
262,0.888813460700967,0.962839151693349,2.51461439633854
263,-2.50783050950011,2.68365031391399,3.39664397020108
264,0.548262851465952,0.914061000396998,3.05609336096606
265,-66.6341698537247,66.6341698537247,67.1824327051906
266,0,1,66.6341698537247
267,3.25889135327093,6.31357944013435,3.25889135327093
268,2.13849516697747,2.26453023337706,1.12039618629346
269,1.03489315607689,1.0140687411937,1.10360201090057
270,-1.37822233694578,1.76291485159724,2.41311549302267
271,1.02569301376097,1.01024411943911,2.40391535070675
272,-1.43110194413574,1.80194947173451,2.45679495789671
273,0.994302355048401,0.997814608393416,2.42540429918414
274,-1.62580093563757,1.94983088385588,2.62010329068597
275,0.888813460700967,0.962839151693349,2.51461439633854
276,-2.50783050950011,2.68365031391399,3.39664397020108
277,0.548262851465952,0.914061000396998,3.05609336096606
278,-66.6341698537247,66.6341698537247,67.1824327051906
279,0,1,66.6341698537247
280,3.25889135327093,6.31357944013435,3.25889135327093
281,2.13849516697747,2.26453023337706,1.12039618629346
282,1.03489315607689,1.0140687411937,1.10360201090057
283,-1.37822233694578,1.76291485159724,2.41311549302267
284,1.02569301376097,1.01024411943911,2.40391535070675
285,-1.43110194413574,1.80194947173451,2.45679495789671
286,0.994302355048401,0.997814608393416,2.42540429918414
287,-1.62580093563757,1.94983088385588,2.62010329068597
288,0.888813460700967,0.962839151693349,2.51461439633854
289,-2.50783050950011,2.68365031391399,3.39664397020108
290,0.548262851465952,0.914061000396998,3.05609336096606
291,-66.6341698537247,66.6341698537247,67.1824327051906
292,0,1,66.6341698537247
293,3.25889135327093,6.31357944013435,3.25889135327093
294,2.13849516697747,2.26453023337706,1.12039618629346
295,1.03489315607689,1.0140687411937,1.10360201090057
296,-1.37822233694578,1.76291485159724,2.41311549302267
297,1.02569301376097,1.01024411943911,2.40391535070675
298,-1.43110194413574,1.80194947173451,2.45679495789671
299,0.994302355048401,0.997814608393416,2.42540429918414
300,-1.62580093563757,1.94983088385588,2.62010329068597
301,0.888813460700967,0.962839151693349,2.51461439633854
302,-2.50783050950011,2.68365031391399,3.39664397020108
303,0.548262851465952,0.914061000396998,3.05609336096606
304,-66.6341698537247,66.6341698537247,67.1824327051906
305,0,1,66.6341698537247
306,3.25889135327093,6.31357944013435,3.25889135327093
307,2.13849516697747,2.26453023337706,1.12039618629346
308,1.03489315607689,1.0140687411937,1.10360201090057
309,-1.37822233694578,1.76291485159724,2.41311549302267
310,1.02569301376097,1.01024411943911,2.40391535070675
311,-1.43110194413574,1.80194947173451,2.45679495789671
312,0.994302355048401,0.997814608393416,2.42540429918414
313,-1.62580093563757,1.94983088385588,2.62010329068597
314,0.888813460700967,0.962839151693349,2.51461439633854
315,-2.50783050950011,2.68365031391399,3.39664397020108
316,0.548262851465952,0.914061000396998,3.05609336096606
317,-66.6341698537247,66.6341698537247,67.1824327051906
318,0,1,66.6341698537247
319,3.25889135327093,6.31357944013435,3.25889135327093
320,2.13849516697747,2.26453023337706,1.12039618629346
321,1.03489315607689,1.0140687411937,1.10360201090057
322,-1.37822233694578,1.76291485159724,2.41311549302267
323,1.02569301376097,1.01024411943911,2.40391535070675
324,-1.43110194413574,1.80194947173451,2.45679495789671
325,0.994302355048401,0.997814608393416,2.42540429918414
326,-1.62580093563757,1.94983088385588,2.62010329068597
327,0.888813460700967,0.962839151693349,2.51461439633854
328,-2.50783050950011,2.68365031391399,3.39664397020108
329,0.548262851465952,0.914061000396998,3.05609336096606
330,-66.6341698537247,66.6341698537247,67.1824327051906
331,0,1,66.6341698537247
332,3.25889135327093,6.31357944013435,3.25889135327093
333,2.13849516697747,2.26453023337706,1.12039618629346
334,1.03489315607689,1.0140687411937,1.10360201090057
335,-1.37822233694578,1.76291485159724,2.41311549302267
336,1.02569301376097,1.01024411943911,2.40391535070675
337,-1.43110194413574,1.80194947173451,2.45679495789671
338,0.994302355048401,0.997814608393416,2.42540429918414
339,-1.62580093563757,1.94983088385588,2.62010329068597
340,0.888813460700967,0.962839151693349,2.51461439633854
341,-2.50783050950011,2.68365031391399,3.39664397020108
342,0.548262851465952,0.914061000396998,3.05609336096606
343,-66.6341698537247,66.6341698537247,67.1824327051906
344,0,1,66.6341698537247
345,3.25889135327093,6.31357944013435,3.25889135327093
346,2.13849516697747,2.26453023337706,1.12039618629346
347,1.03489315607689,1.0140687411937,1.10360201090057
348,-1.37822233694578,1.76291485159724,2.41311549302267
349,1.02569301376097,1.01024411943911,2.40391535070675
350,-1.43110194413574,1.80194947173451,2.45679495789671
351,0.994302355048401,0.997814608393416,2.42540429918414
352,-1.62580093563757,1.94983088385588,2.62010329068597
353,0.888813460700967,0.962839151693349,2.51461439633854
354,-2.50783050950011,2.68365031391399,3.39664397020108
355,0.548262851465952,0.914061000396998,3.05609336096606
356,-66.6341698537247,66.6341698537247,67.1824327051906
357,0,1,66.6341698537247
358,3.25889135327093,6.31357944013435,3.25889135327093
359,2.13849516697747,2.26453023337706,1.12039618629346
360,1.03489315607689,1.0140687411937,1.10360201090057
361,-1.37822233694578,1.76291485159724,2.41311549302267
362,1.02569301376097,1.01024411943911,2.40391535070675
363,-1.43110194413574,1.80194947173451,2.45679495789671
364,0.994302355048401,0.997814608393416,2.42540429918414
365,-1.62580093563757,1.94983088385588,2.62010329068597
366,0.888813460700967,0.962839151693349,2.51461439633854
367,-2.50783050950011,2.68365031391399,3.39664397020108
368,0.548262851465952,0.914061000396998,3.05609336096606
369,-66.6341698537247,66.6341698537247,67.1824327051906
370,0,1,66.6341698537247
371,3.25889135327093,6.31357944013435,3.25889135327093
372,2.13849516697747,2.26453023337706,1.12039618629346
373,1.03489315607689,1.0140687411937,1.10360201090057
374,-1.37822233694578,1.76291485159724,2.41311549302267
375,1.02569301376097,1.01024411943911,2.40391535070675
376,-1.43110194413574,1.80194947173451,2.45679495789671
377,0.994302355048401,0.997814608393416,2.42540429918414
378,-1.62580093563757,1.94983088385588,2.62010329068597
379,0.888813460700967,0.962839151693349,2.51461439633854
380,-2.50783050950011,2.68365031391399,3.39664397020108
381,0.548262851465952,0.914061000396998,3.05609336096606
382,-66.6341698537247,66.6341698537247,67.1824327051906
383,0,1,66.6341698537247
384,3.25889135327093,6.31357944013435,3.25889135327093
385,2.13849516697747,2.26453023337706,1.12039618629346
386,1.03489315607689,1.0140687411937,1.10360201090057
387,-1.37822233694578,1.76291485159724,2.41311549302267
388,1.02569301376097,1.01024411943911,2.40391535070675
389,-1.43110194413574,1.80194947173451,2.45679495789671
390,0.994302355048401,0.997814608393416,2.42540429918414
391,-1.62580093563757,1.94983088385588,2.62010329068597
392,0.888813460700967,0.962839151693349,2.51461439633854
393,-2.50783050950011,2.68365031391399,3.39664397020108
394,0.548262851465952,0.914061000396998,3.05609336096606
395,-66.6341698537247,66.6341698537247,67.1824327051906
396,0,1,66.6341698537247
397,3.25889135327093,6.31357944013435,3.25889135327093
398,2.13849516697747,2.26453023337706,1.12039618629346
399,1.03489315607689,1.0140687411937,1.10360201090057
400,-1.37822233694578,1.76291485159724,2.41311549302267
401,1.02569301376097,1.01024411943911,2.40391535070675
402,-1.43110194413574,1.80194947173451,2.45679495789671
403,0.994302355048401,0.997814608393416,2.42540429918414
404,-1.62580093563757,1.94983088385588,2.62010329068597
405,0.888813460700967,0.962839151693349,2.51461439633854
406,-2.50783050950011,2.68365031391399,3.39664397020108
407,0.548262851465952,0.914061000396998,3.05609336096606
408,-66.6341698537247,66.6341698537247,67.1824327051906
409,0,1,66.6341698537247
410,3.25889135327093,6.31357944013435,3.25889135327093
411,2.13849516697747,2.26453023337706,1.12039618629346
412,1.03489315607689,1.0140687411937,1.10360201090057
413,-1.37822233694578,1.76291485159724,2.41311549302267
414,1.02569301376097,1.01024411943911,2.40391535070675
415,-1.43110194413574,1.80194947173451,2.45679495789671
416,0.994302355048401,0.997814608393416,2.42540429918414
417,-1.62580093563757,1.94983088385588,2.62010329068597
418,0.888813460700967,0.962839151693349,2.51461439633854
419,-2.50783050950011,2.68365031391399,3.39664397020108
420,0.548262851465952,0.914061000396998,3.05609336096606
421,-66.6341698537247,66.6341698537247,67.1824327051906
422,0,1,66.6341698537247
423,3.25889135327093,6.31357944013435,3.25889135327093
424,2.13849516697747,2.26453023337706,1.12039618629346
425,1.03489315607689,1.0140687411937,1.10360201090057
426,-1.37822233694578,1.76291485159724,2.41311549302267
427,1.02569301376097,1.01024411943911,2.40391535070675
428,-1.43110194413574,1.80194947173451,2.45679495789671
429,0.994302355048401,0.997814608393416,2.42540429918414
430,-1.62580093563757,1.94983088385588,2.62010329068597
431,0.888813460700967,0.962839151693349,2.51461439633854
432,-2.50783050950011,2.68365031391399,3.39664397020108
433,0.548262851465952,0.914061000396998,3.05609336096606
434,-66.6341698537247,66.6341698537247,67.1824327051906
435,0,1,66.6341698537247
436,3.25889135327093,6.31357944013435,3.25889135327093
437,2.13849516697747,2.26453023337706,1.12039618629346
438,1.03489315607689,1.0140687411937,1.10360201090057
439,-1.37822233694578,1.76291485159724,2.41311549302267
440,1.02569301376097,1.01024411943911,2.40391535070675
441,-1.43110194413574,1.80194947173451,2.45679495789671
442,0.994302355048401,0.997814608393416,2.42540429918414
443,-1.62580093563757,1.94983088385588,2.62010329068597
444,0.888813460700967,0.962839151693349,2.51461439633854
445,-2.50783050950011,2.68365031391399,3.39664397020108
446,0.548262851465952,0.914061000396998,3.05609336096606
447,-66.6341698537247,66.6341698537247,67.1824327051906
448,0,1,66.6341698537247
449,3.25889135327093,6.31357944013435,3.25889135327093
450,2.13849516697747,2.26453023337706,1.12039618629346
451,1.03489315607689,1.0140687411937,1.10360201090057
452,-1.37822233694578,1.76291485159724,2.41311549302267
453,1.02569301376097,1.01024411943911,2.40391535070675
454,-1.43110194413574,1.80194947173451,2.45679495789671
455,0.994302355048401,0.997814608393416,2.42540429918414
456,-1.62580093563757,1.94983088385588,2.62010329068597
457,0.888813460700967,0.962839151693349,2.51461439633854
458,-2.50783050950011,2.68365031391399,3.39664397020108
459,0.548262851465952,0.914061000396998,3.05609336096606
460,-66.6341698537247,66.6341698537247,67.1824327051906
461,0,1,66.6341698537247
462,3.25889135327093,6.31357944013435,3.25889135327093
463,2.13849516697747,2.26453023337706,1.12039618629346
464,1.03489315607689,1.0140687411937,1.10360201090057
465,-1.37822233694578,1.76291485159724,2.41311549302267
466,1.02569301376097,1.01024411943911,2.40391535070675
467,-1.43110194413574,1.80194947173451,2.45679495789671
468,0.994302355048401,0.997814608393416,2.42540429918414
469,-1.62580093563757,1.94983088385588,2.62010329068597
470,0.888813460700967,0.962839151693349,2.51461439633854
471,-2.50783050950011,2.68365031391399,3.39664397020108
472,0.548262851465952,0.914061000396998,3.05609336096606
473,-66.6341698537247,66.6341698537247,67.1824327051906
474,0,1,66.6341698537247
475,3.25889135327093,6.31357944013435,3.25889135327093
476,2.13849516697747,2.26453023337706,1.12039618629346
477,1.03489315607689,1.0140687411937,1.10360201090057
478,-1.37822233694578,1.76291485159724,2.41311549302267
479,1.02569301376097,1.01024411943911,2.40391535070675
480,-1.43110194413574,1.80194947173451,2.45679495789671
481,0.994302355048401,0.997814608393416,2.42540429918414
482,-1.62580093563757,1.94983088385588,2.62010329068597
483,0.888813460700967,0.962839151693349,2.51461439633854
484,-2.50783050950011,2.68365031391399,3.39664397020108
485,0.548262851465952,0.914061000396998,3.05609336096606
486,-66.6341698537247,66.6341698537247,67.1824327051906
487,0,1,66.6341698537247
488,3.25889135327093,6.31357944013435,3.25889135327093
489,2.13849516697747,2.26453023337706,1.12039618629346
490,1.03489315607689,1.0140687411937,1.10360201090057
491,-1.37822233694578,1.76291485159724,2.41311549302267
492,1.02569301376097,1.01024411943911,2.40391535070675
493,-1.43110194413574,1.80194947173451,2.45679495789671
494,0.994302355048401,0.997814608393416,2.42540429918414
495,-1.62580093563757,1.94983088385588,2.62010329068597
496,0.888813460700967,0.962839151693349,2.51461439633854
497,-2.50783050950011,2.68365031391399,3.39664397020108
498,0.548262851465952,0.914061000396998,3.05609336096606
499,-66.6341698537247,66.6341698537247,67.1824327051906
500,0,1,66.6341698537247
501,3.25889135327093,6.31357944013435,3.25889135327093
502,2.13849516697747,2.26453023337706,1.12039618629346
503,1.03489315607689,1.0140687411937,1.10360201090057
504,-1.37822233694578,1.76291485159724,2.41311549302267
505,1.02569301376097,1.01024411943911,2.40391535070675
506,-1.43110194413574,1.80194947173451,2.45679495789671
507,0.994302355048401,0.997814608393416,2.42540429918414
508,-1.62580093563757,1.94983088385588,2.62010329068597
509,0.888813460700967,0.962839151693349,2.51461439633854
510,-2.50783050950011,2.68365031391399,3.39664397020108
511,0.548262851465952,0.914061000396998,3.05609336096606
512,-66.6341698537247,66.6341698537247,67.1824327051906
513,0,1,66.6341698537247
514,3.25889135327093,6.31357944013435,3.25889135327093
515,2.13849516697747,2.26453023337706,1.12039618629346
516,1.03489315607689,1.0140687411937,1.10360201090057
517,-1.37822233694578,1.76291485159724,2.41311549302267
518,1.02569301376097,1.01024411943911,2.40391535070675
519,-1.43110194413574,1.80194947173451,2.45679495789671
520,0.994302355048401,0.997814608393416,2.42540429918414
521,-1.62580093563757,1.94983088385588,2.62010329068597
522,0.888813460700967,0.962839151693349,2.51461439633854
523,-2.50783050950011,2.68365031391399,3.39664397020108
524,0.548262851465952,0.914061000396998,3.05609336096606
525,-66.6341698537247,66.6341698537247,67.1824327051906
526,0,1,66.6341698537247
527,3.25889135327093,6.31357944013435,3.25889135327093
528,2.13849516697747,2.26453023337706,1.12039618629346
529,1.03489315607689,1.0140687411937,1.10360201090057
530,-1.37822233694578,1.76291485159724,2.41311549302267
531,1.02569301376097,1.01024411943911,2.40391535070675
532,-1.43110194413574,1.80194947173451,2.45679495789671
533,0.994302355048401,0.997814608393416,2.42540429918414
534,-1.62580093563757,1.94983088385588,2.62010329068597
535,0.888813460700967,0.962839151693349,2.51461439633854
536,-2.50783050950011,2.68365031391399,3.39664397020108
537,0.548262851465952,0.914061000396998,3.05609336096606
538,-66.6341698537247,66.6341698537247,67.1824327051906
539,0,1,66.6341698537247
540,3.25889135327093,6.31357944013435,3.25889135327093
541,2.13849516697747,2.26453023337706,1.12039618629346
542,1.03489315607689,1.0140687411937,1.10360201090057
543,-1.37822233694578,1.76291485159724,2.41311549302267
544,1.02569301376097,1.01024411943911,2.40391535070675
